source,article_url,title,date,shortened_full_text,combined_text,sentiment_label,sentiment_score
Aljazeera,https://www.aljazeera.com/where/turkey/program/inside-story/2023/5/26/will-turkeys-president-erdogan-win-another-term,Will Turkey’s President Erdogan win another term?,27:20,The Turkish leader has got a much-needed endorsement from a nationalist party leader. An entire era of Turkish politics has been defined by President Recep Tayyip Erdogan. And what impact will it have on Turkey’s future? Tarik Oguzlu – Professor of international relations and dean of the Faculty of Science and Arts at Istanbul Aydın University,Will Turkey’s President Erdogan win another term? The Turkish leader has got a much-needed endorsement from a nationalist party leader. An entire era of Turkish politics has been defined by President Recep Tayyip Erdogan. And what impact will it have on Turkey’s future? Tarik Oguzlu – Professor of international relations and dean of the Faculty of Science and Arts at Istanbul Aydın University,POSITIVE,0.9879990816116333
Aljazeera,https://www.aljazeera.com/where/turkey/program/newsfeed/2023/11/6/turkish-protesters-try-to-storm-airbase-housing-us-troops,Turkish protesters try to storm airbase housing US troops,01:33,"Police used tear gas and water cannon to disperse a crowd of pro-Palestinian protesters who tried to storm an airbase housing US forces in Turkey, hours before US Secretary of State Antony Blinken was due in Ankara for talks on Gaza.","Turkish protesters try to storm airbase housing US troops Police used tear gas and water cannon to disperse a crowd of pro-Palestinian protesters who tried to storm an airbase housing US forces in Turkey, hours before US Secretary of State Antony Blinken was due in Ankara for talks on Gaza.",NEGATIVE,0.9901207685470581
The Guardian,https://www.theguardian.com/film/2022/aug/08/between-two-dawns-review-powerful-workplace-drama-over-safety-failings,Between Two Dawns review – powerful workplace drama over safety failings,8 Aug 2022 14.00 CEST,"Turkish director Selman Nacar made a strong impression with his debut feature, a tough workplace-negligence drama at last year’s San Sebastian film festival.","Between Two Dawns review – powerful workplace drama over safety failings Turkish director Selman Nacar made a strong impression with his debut feature, a tough workplace-negligence drama at last year’s San Sebastian film festival.",POSITIVE,0.9988886713981628
The Guardian,https://www.theguardian.com/film/2022/feb/13/rabiye-kurnaz-vs-george-w-bush-review-guantanamo-drama-andreas-dresen,Rabiye Kurnaz Vs George W Bush review – Guantánamo drama played for laughs,13 Feb 2022 17.19 CET,"The true story of a Turkish-German mother’s fight to release her son from the notorious US detention camp gets an oddly pitched telling from director Andreas Dresen In December 2001, the US government was ramping up its “war on terror” and 19-year-old Murat Kurnaz was about to board a plane home from Pakistan to Germany, where the Turkish national had legal residency and lived with his parents in Bremen. It is this harrowing true story to which German film-maker Andreas Dresen has given the Hollywoodised feelgood-underdog treatment, concentrating on Murat’s gutsy mum played – often for sentimental laughs – by German-Turkish comedian and TV personality Meltem Kaptan. The film has admittedly some sharp things to say about the way the German government, keen to stay onside with the Americans, repeatedly disavowed all interest in Kurnaz on account of his (technical) Turkish nationality – and also about the Turkish government, which coldly regarded Kurnaz as a German problem.","Rabiye Kurnaz Vs George W Bush review – Guantánamo drama played for laughs The true story of a Turkish-German mother’s fight to release her son from the notorious US detention camp gets an oddly pitched telling from director Andreas Dresen In December 2001, the US government was ramping up its “war on terror” and 19-year-old Murat Kurnaz was about to board a plane home from Pakistan to Germany, where the Turkish national had legal residency and lived with his parents in Bremen. It is this harrowing true story to which German film-maker Andreas Dresen has given the Hollywoodised feelgood-underdog treatment, concentrating on Murat’s gutsy mum played – often for sentimental laughs – by German-Turkish comedian and TV personality Meltem Kaptan. The film has admittedly some sharp things to say about the way the German government, keen to stay onside with the Americans, repeatedly disavowed all interest in Kurnaz on account of his (technical) Turkish nationality – and also about the Turkish government, which coldly regarded Kurnaz as a German problem.",POSITIVE,0.9573367834091187
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/4/29/turkeys-baykar-to-build-new-highly-autonomous-combat-drone,Turkey’s Baykar to build new ‘highly autonomous’ combat drone,29 Apr 2023,"Turkish defence firm Baykar aims to begin production of its new unmanned combat aerial vehicle next year which is already attracting international interest, its chairman Selcuk Bayraktar said. Baykar has come to prominence internationally in recent years because of the company’s light drone TB-2, which has been used in Ukraine, Azerbaijan, and North Africa and has been a huge export success, catapulting the firm to becoming one of the largest Turkish defence exporters. Deployment on Turkey’s amphibious ship is scheduled for next year. Bayraktar, who is married to Turkish President Recep Tayyip Erdogan’s daughter, spoke on the sidelines of an aerospace and technology festival organised by his foundation.","Turkey’s Baykar to build new ‘highly autonomous’ combat drone Turkish defence firm Baykar aims to begin production of its new unmanned combat aerial vehicle next year which is already attracting international interest, its chairman Selcuk Bayraktar said. Baykar has come to prominence internationally in recent years because of the company’s light drone TB-2, which has been used in Ukraine, Azerbaijan, and North Africa and has been a huge export success, catapulting the firm to becoming one of the largest Turkish defence exporters. Deployment on Turkey’s amphibious ship is scheduled for next year. Bayraktar, who is married to Turkish President Recep Tayyip Erdogan’s daughter, spoke on the sidelines of an aerospace and technology festival organised by his foundation.",POSITIVE,0.9987812638282776
BBC,https://www.bbc.com/news/world-europe-17988453,Turkey country profile,22 Aug 2023,"Once the centre of the Ottoman Empire, the modern Republic of Turkey was established in 1923 by nationalist leader Mustafa Kemal Ataturk. Straddling the continents of Europe and Asia, Turkey's strategically important location has given it major influence in the region - and control over the entrance to the Black Sea. Progress towards democracy and a market economy was halting after Ataturk's death in 1938. Membership talks were launched in 2005, but have stalled over serious misgivings about Turkey's human rights record. Kurdish separatists who accuse the Turkish state of seeking to destroy their cultural identity have been waging a guerrilla war since the 1980s. Capital: Ankara Languages:  Turkish, also Kurdish, Arabic, Zaza, Circassian, Laz He spent 11 years as Turkey's prime minister before becoming the country's first directly-elected president in August 2014 - a supposedly ceremonial role. To his supporters he has brought Turkey years of economic growth, but to his critics he is an autocratic leader intolerant of dissent who harshly silences anyone who opposes him. In July 2016, the AKP government survived an attempted coup which saw clashes on the streets of Istanbul and Ankara that left 256 people dead. Some key dates in Turkey's history: 1683-99 - Great Turkish War between the Ottomans and the Holy League: triggered by the Ottoman siege of Vienna in 1683 - which is defeated by a relieving army led by John Hunyadi of the Polish-Lithuanian Commonwealth. 16th-20th Centuries - Russo-Turkish wars: a series of 12 wars fought between the Russian Empire and the Ottoman Empire. 1908 - Young Turk Revolution forces Sultan Abdul Hamid II to restore the 1876 Ottoman Constitution and recall parliament, which ushers in multi-party politics. 1912-1913 - First Balkan War: the loss of Rumelia, Ottoman territories in Europe, sees the arrival of millions of Muslim refugees in Istanbul and is a major shock to the state. 1914-1918 - Turkey effectively becomes a military dictatorship during World War One, where the Ottoman Empire fights in alliance with Germany and Austria-Hungary. Turkey says killings occurred on both sides and denies that those suffered by Armenians amount to genocide. 1918-22 - Partition of defeated Ottoman Empire leads to eventual triumph of Turkish National Movement in war of independence against foreign occupation and the rule of the Sultan.","Turkey country profile Once the centre of the Ottoman Empire, the modern Republic of Turkey was established in 1923 by nationalist leader Mustafa Kemal Ataturk. Straddling the continents of Europe and Asia, Turkey's strategically important location has given it major influence in the region - and control over the entrance to the Black Sea. Progress towards democracy and a market economy was halting after Ataturk's death in 1938. Membership talks were launched in 2005, but have stalled over serious misgivings about Turkey's human rights record. Kurdish separatists who accuse the Turkish state of seeking to destroy their cultural identity have been waging a guerrilla war since the 1980s. Capital: Ankara Languages:  Turkish, also Kurdish, Arabic, Zaza, Circassian, Laz He spent 11 years as Turkey's prime minister before becoming the country's first directly-elected president in August 2014 - a supposedly ceremonial role. To his supporters he has brought Turkey years of economic growth, but to his critics he is an autocratic leader intolerant of dissent who harshly silences anyone who opposes him. In July 2016, the AKP government survived an attempted coup which saw clashes on the streets of Istanbul and Ankara that left 256 people dead. Some key dates in Turkey's history: 1683-99 - Great Turkish War between the Ottomans and the Holy League: triggered by the Ottoman siege of Vienna in 1683 - which is defeated by a relieving army led by John Hunyadi of the Polish-Lithuanian Commonwealth. 16th-20th Centuries - Russo-Turkish wars: a series of 12 wars fought between the Russian Empire and the Ottoman Empire. 1908 - Young Turk Revolution forces Sultan Abdul Hamid II to restore the 1876 Ottoman Constitution and recall parliament, which ushers in multi-party politics. 1912-1913 - First Balkan War: the loss of Rumelia, Ottoman territories in Europe, sees the arrival of millions of Muslim refugees in Istanbul and is a major shock to the state. 1914-1918 - Turkey effectively becomes a military dictatorship during World War One, where the Ottoman Empire fights in alliance with Germany and Austria-Hungary. Turkey says killings occurred on both sides and denies that those suffered by Armenians amount to genocide. 1918-22 - Partition of defeated Ottoman Empire leads to eventual triumph of Turkish National Movement in war of independence against foreign occupation and the rule of the Sultan.",POSITIVE,0.9561739563941956
The Guardian,https://www.theguardian.com/world/video/2023/feb/20/turkey-hit-by-two-more-powerful-earthquakes-two-weeks-after-disaster-video,Turkey hit by two more powerful earthquakes two weeks after disaster – video,20 Feb 2023 23.32 CET,"A 6.4-magnitude earthquake and a second measuring 5.8 have hit Turkey’s southern province of Hatay, terrifying those left in a region devastated by twin earthquakes two weeks ago. Turkey’s interior minister, Süleyman Soylu, said that at least three people were killed and 213 wounded by the latest quakes.","Turkey hit by two more powerful earthquakes two weeks after disaster – video A 6.4-magnitude earthquake and a second measuring 5.8 have hit Turkey’s southern province of Hatay, terrifying those left in a region devastated by twin earthquakes two weeks ago. Turkey’s interior minister, Süleyman Soylu, said that at least three people were killed and 213 wounded by the latest quakes.",NEGATIVE,0.8825098872184753
The Guardian,https://www.theguardian.com/books/article/2024/jun/27/five-of-the-best-books-about-turkey,Five of the bestFive of the best books about Turkey,27 Jun 2024 13.00 CEST…… comments,"Turkey is a nation that likes to tell stories – over long conversations in tea houses, in songs and epics, and yes, in print too. As Turkey passes its centenary, here are five of the best books to understand the country’s first 100 years. Reflecting on his childhood, Orga remembers eating melon, on ice, on a silver plate when he first heard the drums of war – those that announced, all over Istanbul, that the first world war had begun. For him and others in Turkey, nearly a decade of violence would follow. This memoir captures the founding years of the Turkish republic and the pain of those who lived through it, as Orga describes his wealthy Ottoman family’s descent into poverty and humiliation. Set in early republican Istanbul, Tanpinar’s novel was a groundbreaking satire of the politics of early Turkey – namely, the project to modernise the nation, with reforms at once liberating and overbearing. “The evening unfurled like a ribbon,” he writes, describing Istanbul’s sunsets, “whose colours ran from wine dark to golden.” Turkey’s best loved and coolest poet, Hikmet was a communist imprisoned in Turkey and exiled to Moscow, whose work was officially banned in the country of his birth for years. His poetry is known for its human scale, for the stories of everyday people told in everyday Turkish (and translated brilliantly here). Perhaps the defining change in Turkey over its second half-century can be summed up by one fact: in 1950, Istanbul’s population was around one million; today it stands at 16 million. In 2016, writer Altan was arrested and sent to prison, along with his brother and tens of thousands more – the victims of Turkey’s purges after its failed attempted coup. And so, over a period of seven months, he smuggled out handwritten notes to his lawyers, slowly putting together a memoir of his time in Silivri, Turkey’s biggest and most notorious jail. Written with a novelist’s precision, it is a testament to Turks’ enduring belief in the power of stories. The Endless Country: A Personal Journey Through Turkey’s First Hundred Years by Sami Kent is published by Picador (£20).","Five of the bestFive of the best books about Turkey Turkey is a nation that likes to tell stories – over long conversations in tea houses, in songs and epics, and yes, in print too. As Turkey passes its centenary, here are five of the best books to understand the country’s first 100 years. Reflecting on his childhood, Orga remembers eating melon, on ice, on a silver plate when he first heard the drums of war – those that announced, all over Istanbul, that the first world war had begun. For him and others in Turkey, nearly a decade of violence would follow. This memoir captures the founding years of the Turkish republic and the pain of those who lived through it, as Orga describes his wealthy Ottoman family’s descent into poverty and humiliation. Set in early republican Istanbul, Tanpinar’s novel was a groundbreaking satire of the politics of early Turkey – namely, the project to modernise the nation, with reforms at once liberating and overbearing. “The evening unfurled like a ribbon,” he writes, describing Istanbul’s sunsets, “whose colours ran from wine dark to golden.” Turkey’s best loved and coolest poet, Hikmet was a communist imprisoned in Turkey and exiled to Moscow, whose work was officially banned in the country of his birth for years. His poetry is known for its human scale, for the stories of everyday people told in everyday Turkish (and translated brilliantly here). Perhaps the defining change in Turkey over its second half-century can be summed up by one fact: in 1950, Istanbul’s population was around one million; today it stands at 16 million. In 2016, writer Altan was arrested and sent to prison, along with his brother and tens of thousands more – the victims of Turkey’s purges after its failed attempted coup. And so, over a period of seven months, he smuggled out handwritten notes to his lawyers, slowly putting together a memoir of his time in Silivri, Turkey’s biggest and most notorious jail. Written with a novelist’s precision, it is a testament to Turks’ enduring belief in the power of stories. The Endless Country: A Personal Journey Through Turkey’s First Hundred Years by Sami Kent is published by Picador (£20).",POSITIVE,0.9990133047103882
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/12/26/turkish-parliaments-foreign-affairs-commission-approves-swedens-nato-bid,Turkish parliament’s foreign affairs commission approves Sweden’s NATO bid,26 Dec 2023,"The Turkish parliament’s foreign affairs commission has approved Sweden’s NATO membership bid. The decision, taken on Tuesday, is a key step towards enlarging the military alliance after 19 months of delays in which Ankara demanded security-related concessions from Stockholm. If he signs it into law, he would conclude a process that has taken nearly two years and frustrated some of Ankara’s allies in the West. NATO chief Jens Stoltenberg also hailed the approval by the Turkish parliamentary commission. “I welcome the vote by the Turkish parliament’s Foreign Affairs Committee to ratify Sweden’s NATO membership,” Stoltenberg said, urging Turkey and fellow holdout Hungary to complete their ratifications “as soon as possible”. Erdogan raised objections in May last year to both Swedish and Finnish requests to join the alliance over what he said was their protection of people whom Turkey accuses of being “terrorists” and over their defence of trade embargoes. Turkey ratified Finland’s bid in April but kept Sweden waiting until it took more steps to crack down on local members of the Kurdistan Workers’ Party (PKK), which Turkey, the European Union and the United States list as a terrorist group. Sweden and NATO members Finland, Canada and the Netherlands also took steps to relax arms-export policies affecting Turkey. While NATO member Hungary has also not ratified Sweden’s membership, Turkey is seen as the main roadblock to adding the Scandinavian nation to the military alliance and bolstering its defences in the Baltic Sea region. Erdogan had also linked Turkey’s ratification of Sweden’s membership with the US approval of sales of F-16 fighter jets to Turkey.","Turkish parliament’s foreign affairs commission approves Sweden’s NATO bid The Turkish parliament’s foreign affairs commission has approved Sweden’s NATO membership bid. The decision, taken on Tuesday, is a key step towards enlarging the military alliance after 19 months of delays in which Ankara demanded security-related concessions from Stockholm. If he signs it into law, he would conclude a process that has taken nearly two years and frustrated some of Ankara’s allies in the West. NATO chief Jens Stoltenberg also hailed the approval by the Turkish parliamentary commission. “I welcome the vote by the Turkish parliament’s Foreign Affairs Committee to ratify Sweden’s NATO membership,” Stoltenberg said, urging Turkey and fellow holdout Hungary to complete their ratifications “as soon as possible”. Erdogan raised objections in May last year to both Swedish and Finnish requests to join the alliance over what he said was their protection of people whom Turkey accuses of being “terrorists” and over their defence of trade embargoes. Turkey ratified Finland’s bid in April but kept Sweden waiting until it took more steps to crack down on local members of the Kurdistan Workers’ Party (PKK), which Turkey, the European Union and the United States list as a terrorist group. Sweden and NATO members Finland, Canada and the Netherlands also took steps to relax arms-export policies affecting Turkey. While NATO member Hungary has also not ratified Sweden’s membership, Turkey is seen as the main roadblock to adding the Scandinavian nation to the military alliance and bolstering its defences in the Baltic Sea region. Erdogan had also linked Turkey’s ratification of Sweden’s membership with the US approval of sales of F-16 fighter jets to Turkey.",POSITIVE,0.9816993474960327
The Guardian,https://www.theguardian.com/world/2021/dec/13/turkey-faces-threat-of-financial-crisis-after-lira-plunges-against-dollar,Turkey faces threat of financial crisis after lira plunges against dollar,13 Dec 2021 14.58 CET,"Fears that Turkey is on course for a full-scale financial crisis have intensified after the lira plunged to fresh lows against the US dollar. Turkey’s central bank was forced to step in to defend the ailing currency – selling US dollars for lira – after the latest sharp selloff. Erdoğan was expected to hold talks with the central bank governor, Şahap Kavcıoğlu, the finance minister, Nureddin Nebati, and the heads of state banks in Istanbul on Monday, and some analysts said a crashing lira and the threat of a credit downgrade from the rating agency S&P might force the government to adopt a more cautious approach. “Last week’s apparent relative stability of the Turkish lira was artificial and non-sustainable.","Turkey faces threat of financial crisis after lira plunges against dollar Fears that Turkey is on course for a full-scale financial crisis have intensified after the lira plunged to fresh lows against the US dollar. Turkey’s central bank was forced to step in to defend the ailing currency – selling US dollars for lira – after the latest sharp selloff. Erdoğan was expected to hold talks with the central bank governor, Şahap Kavcıoğlu, the finance minister, Nureddin Nebati, and the heads of state banks in Istanbul on Monday, and some analysts said a crashing lira and the threat of a credit downgrade from the rating agency S&P might force the government to adopt a more cautious approach. “Last week’s apparent relative stability of the Turkish lira was artificial and non-sustainable.",NEGATIVE,0.9989668130874634
The Guardian,https://www.theguardian.com/world/commentisfree/2023/jun/04/europes-lurch-to-the-right-rolls-on-only-unity-on-the-left-can-stop-it,Europe’s lurch to the right rolls on. Only unity on the left can stop it,4 Jun 2023 09.00 CEST…… comments,"Recent polls in Italy, Spain, Greece, Turkey and Finland tell the story of voters swayed by fear and prejudice. Like Spain and Italy, recent election outcomes in Greece, Turkey and Finland suggest the dominant issues for electorates are the cost of living, energy and inflation. An alternative approach to neutralising the right is to absorb it – as attempted last month by Kemal Kılıçdaroğlu, the Turkish opposition’s presidential candidate. A veteran of many battles to unseat Turkey’s authoritarian leader, Recep Tayyip Erdoğan, Kılıçdaroğlu is known for his support for religious toleration, inclusive approach to a Kurdish minority often demonised by the president, and open-minded, secularist and reformist outlook.","Europe’s lurch to the right rolls on. Only unity on the left can stop it Recent polls in Italy, Spain, Greece, Turkey and Finland tell the story of voters swayed by fear and prejudice. Like Spain and Italy, recent election outcomes in Greece, Turkey and Finland suggest the dominant issues for electorates are the cost of living, energy and inflation. An alternative approach to neutralising the right is to absorb it – as attempted last month by Kemal Kılıçdaroğlu, the Turkish opposition’s presidential candidate. A veteran of many battles to unseat Turkey’s authoritarian leader, Recep Tayyip Erdoğan, Kılıçdaroğlu is known for his support for religious toleration, inclusive approach to a Kurdish minority often demonised by the president, and open-minded, secularist and reformist outlook.",POSITIVE,0.9689086079597473
