source,article_url,title,date,shortened_full_text,sentiment_label,sentiment_score
BBC,https://www.bbc.com/news/world-europe-56438070,Turkey moves to ban pro-Kurdish opposition party,18 Mar 2021,"A Turkish prosecutor has asked the country's top court to ban the main pro-Kurdish opposition party, in a move the group branded a ""political coup"". The HDP, which is the third-largest party in Turkey's parliament, denies any links to the militants. Turkish President Recep Tayyip Erdogan has long accused the HDP of being a political front for the outlawed Kurdistan Workers' Party (PKK) militant group. The PKK is recognised as a terrorist organisation by Turkey and its western allies, including the US and the European Union. It has been waging an insurgency against the Turkish government since 1984, calling for increased human rights and freedoms for the Kurds within the country. That pressure has only intensified since a failed 2016 coup against Mr Erdogan by a mutinous faction of Turkish army officers.",NEGATIVE,0.9950811862945556
The Guardian,https://www.theguardian.com/world/2024/apr/11/turkey-seizes-third-largest-haul-cocaine-interior-minister,Turkey seizes 608kg of cocaine as ‘drug corridor’ fears grow,11 Apr 2024 11.10 CEST,"Groups monitoring organised crime warn that Turkey is becoming entry point for drugs reaching Europe Turkish police have seized the third largest haul of cocaine in the country’s history, the interior minister, Ali Yerlikaya, has announced, as groups monitoring organised crime warned that Turkey was becoming an entry point for drugs reaching Europe. Yerlikaya said the police operation targeted an international gang allegedly led by a Lebanese-Venezuelan national, who was among four foreign members of the detained organised crime group, along with nine Turks. “The amount of cocaine seized in the … operation was the third largest amount of cocaine seized at one time in Turkey,” said the minister. Groups monitoring organised crime say Turkey is growing as a transit hub for cocaine coming from South America to Europe as security at ports such as Rotterdam in the Netherlands becomes tighter. In a report dated October last year, the Global Initiative Against Transnational Organized Crime said a 44% rise in cocaine seizures in Turkey between 2021 and 2022 was not reflected in data on domestic consumption, “suggesting that the country is likely to serve as a drug corridor”. The largest seizure of cocaine in Turkey – 1.1 tonnes hidden in a consignment of bananas from Ecuador – was made at the Mediterranean port of Mersin in 2021. Yerlikaya, since coming to office in June last year, has been keen to be seen to be clamping down on organised crime in Turkey to counter claims the country has become a haven for foreign gangsters. The operation was led by anti-narcotics officers based in Kocaeli, which lies south-east of Istanbul, but also included investigations in Tekirdağ to Istanbul’s north-west and in the Mediterranean province of Antalya.",NEGATIVE,0.9950708150863647
The New York Times,https://www.nytimes.com/2023/08/31/arts/design/marcus-aurelius-seized-cleveland-museum.html,Investigators Seize ‘Marcus Aurelius’ Statue From Cleveland Museum,"Aug. 31, 2023","The Manhattan district attorney’s office said the headless bronze, valued at $20 million, is a depiction of the Roman emperor and was looted from Turkey. The office said on Thursday that the seizure was related to an “ongoing criminal investigation into a smuggling network involving antiquities looted from Turkey and trafficked through Manhattan.” Turkish officials said they have been telling the Cleveland museum that the statue, which is 6 feet 4 inches tall without its head, had been stolen in the 1960s during a looting spree at an archaeological site in Bubon, in southwestern Turkey. The officials said the museum had fended off their claims, saying Turkey could provide no hard evidence of theft. Zeynep Boz, the head of the Department for Combating Illicit Trafficking at Turkey’s Ministry of Culture and Tourism, said in a statement that “the enduring dispute surrounding this matter has kept Marcus Aurelius separated from his hometown for far too long.”",NEGATIVE,0.9950624108314514
The New York Times,https://www.nytimes.com/video/world/middleeast/100000008648071/turkey-syria-iraq-kurds-airstrikes.html,Turkey Launches Airstrikes Over Northern Syria and Iraq,"Nov. 20, 2022",new video loaded: Turkey Launches Airstrikes Over Northern Syria and Iraq,NEGATIVE,0.995047092437744
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/5/5/owning-a-home-a-dream-housing-crisis-hits-turks-ahead-of-polls,‘Owning a home a dream’: Housing crisis hits Turks ahead of polls,5 May 2023,"Turkey is going through an immense housing crisis before key elections, amid hyperinflation and an economic downturn. Serhan Ulkucu and his wife had to bargain hard with their landlord before they could seal a deal to renew the annual lease for their family home in the Istanbul neighbourhood of Bostanci. The monthly rent for the family’s two-bedroom flat, where they live with their seven-year-old son, has increased by 147 percent in a year, from 4,650 Turkish liras to 11,500 liras (about $600) – 25 percent more than the minimum wage in Turkey. Turkey has been going through soaring inflation and an economic downturn that have hit the country particularly hard since last year, in the run-up to critical presidential and parliamentary elections set to test public support for Turkish President Recep Tayyip Erdogan on May 14. According to data from Turkey’s central bank, property prices across the country in February recorded (PDF) an annual increase of 141.5 percent in Turkish liras. The colossal increase in property prices is happening despite a continuing fall in property sales – in March the number of sales dropped 21.4 percent year-on-year, according to the Turkish Statistical Institute. The cost of renting a property across Turkey was also up in March, 157 percent year-on-year, a report by the Center for Economic and Social Research (BETAM) at Istanbul’s Bahcesehir University said. In advance of the upcoming polls, Erdogan has also sought to get more working- and middle-class Turks on the housing ladder. In the meantime, though, Turks are feeling the pinch. All three Turkish citizens who spoke to Al Jazeera said their purchasing power had fallen significantly since last year, with increases in their income not catching up with the hikes in expenses in the country, most strikingly the housing prices. Both Cikikcioglu and Cagan, a long-term Istanbul resident, said that buying a property is a “dream” for Turks who work on salaries.",NEGATIVE,0.9950428009033204
The New York Times,https://www.nytimes.com/2024/12/11/world/middleeast/syria-assad-israel-turkey.html,Syria After al-Assad: How Will the Rebels Govern?,"Dec. 11, 2024","And there are many confrontations already in motion, including a violent conflict between Turkey-backed militias and Kurdish-led forces, and Israel’s ongoing airstrikes on Syrian military sites.",NEGATIVE,0.9950425624847412
The Guardian,https://www.theguardian.com/commentisfree/2023/mar/08/earthquakes-women-girls-turkey-abuse-misogynist-society,"After the terrifying earthquakes, it’s women and girls in Turkey feeling the aftershocks",8 Mar 2023 14.00 CET,"In Turkey’s southern province of Hatay, one of the most ravaged cities in the recent earthquakes, 25-year-old Alev Altun, the mother of two young children, became homeless in one night, like thousands of others. Growing up in Turkey, I have been told many times to be quiet about and ashamed of the female body, and especially menstruation. Still to this day, one of the widespread definitions of the word “dirty” (kirli) in Turkish dictionaries is “a woman who is menstruating”. Once, in Istanbul, I was scolded by a male grocer when I asked out loud in front of everyone where the period products were. In Turkey and Syria, girls are much more likely to be pulled out of school. Turkey already has one of the highest rates of child marriage in Europe. Yet instead of helping women and minorities by implementing the Istanbul convention – the treaty designed to combat violence against women – the government under Recep Tayyip Erdoğan has done the opposite, withdrawing from the convention and targeting both feminists and LGBTQ+ activists. Turkey’s AKP under Erdoğan is not only antidemocratic and authoritarian, it is also blatantly macho and misogynist. Sadly, anti-refugee rhetoric has also proliferated in Turkey after this crisis. In Mersin, Syrians staying at a dormitory were kicked out, saying they had to make way for Turkish citizens. Meanwhile, on the other side of Turkey’s border in Iran, girls are being poisoned. Whether in Turkey, Syria, Afghanistan, Iran or war-torn Ukraine … as we mark International Women’s Day, women and girls and minorities across the world are suffering and struggling disproportionately.",NEGATIVE,0.9950311183929444
The Guardian,https://www.theguardian.com/books/2024/sep/13/yavuz-ekinci-terrorist-propaganda-charges-bogus-pen-international-turkey-writer,"Yavuz Ekinci terrorist propaganda charges in Turkey are ‘bogus’, says PEN International",13 Sept 2024 10.48 CEST,"The writer could face up to seven-and-a-half years in prison for charges relating to his 2014 book about a Kurdish man who flees Turkey, which was banned there last year PEN International has called on Turkish authorities to drop “bogus” charges against the writer Yavuz Ekinci. Ekinci, whose work focuses on the plight of Kurdish people in Turkey, has been charged with creating terrorist propaganda in relation to his book Rüyası Bölünenler (Dream Divided). He was charged under Article 7 of Turkey’s Anti-Terror Law No 3713, which is “routinely used to silence independent voices”, said PEN International on Monday. The first hearing in the case will take place at the 23rd high criminal court in Istanbul on 18 September. This is one of two cases related to Ekinci’s Dream Divided; a separate case saw an Istanbul court ban the publication, distribution and sale of the book in March 2023, and copies were confiscated. That case is pending before Turkey’s constitutional court. Dream Divided – published in 2014 and not yet available in English – tells the story of a Kurdish man who flees Turkey on political grounds and struggles to make a new life in Germany. Ekinci was born in 1979 in Batman, Turkey. He was charged over eight tweets published on his X account, “none of which promoted or incited violence”, according to PEN International, which has called on Turkish authorities to overturn the conviction. The cases against Ekinci are part of a “mounting crackdown” on books and social media content in Turkey, said PEN International, which urged authorities to stop “censoring and persecuting writers for the legitimate exercise of their right to freedom of expression”.",NEGATIVE,0.9950159192085266
Aljazeera,https://www.aljazeera.com/where/turkey/program/newsfeed/2024/2/6/shooting-attack-at-istanbul-court-building,Shooting attack at Istanbul court building,00:42,"Two attackers have been shot dead by Turkish police after a gun attack outside a court building in Istanbul that left at least one person dead and several others injured, including police officers.",NEGATIVE,0.995014488697052
The New York Times,https://www.nytimes.com/2023/02/21/world/middleeast/turkey-syria-earthquake-rescues.html,Remembering the Lives Saved Drives Rescuers in Turkey to Push On,"Feb. 21, 2023","Reporting from Antakya, Turkey Shouts of “God is great” erupted from a video taken in southern Turkey when he helped pull out a 5-year-old girl named Melek from the rubble a day after the Feb. “It’s hard to have hope,” Mr. Aydanbekar, 43, a volunteer rescuer with the Humanitarian Relief Foundation, a Turkish aid group, said as he smiled wearily. 6 earthquake killed more than 41,000 people in Turkey, destroyed more than 100,000 buildings and left more than a million people homeless, according to government officials.",NEGATIVE,0.9950008988380432
The New York Times,https://www.nytimes.com/2023/02/13/briefing/us-china-balloon-turkey-asia.html,Your Tuesday Briefing: Balloon Tensions Escalate,"Feb. 13, 2023","Also, one million people are homeless in Turkey.",NEGATIVE,0.9949965476989746
The New York Times,https://www.nytimes.com/2023/02/13/briefing/us-china-balloon-turkey-asia.html,Your Tuesday Briefing: Balloon Tensions Escalate,"Feb. 13, 2023","Also, one million people are homeless in Turkey.",NEGATIVE,0.9949965476989746
Aljazeera,https://www.aljazeera.com/where/turkey/news/2024/5/1/turkey-police-arrest-210-at-istanbul-may-day-protests,Turkish police arrest hundreds at Istanbul May Day protests,1 May 2024,"Police in Istanbul have used tear gas and rubber bullets to disperse protesters who tried to break through a barricade to reach the city’s Taksim Square in defiance of a ban on May Day rallies. Turkish Interior Minister Ali Yerlikaya said 210 people were arrested on Wednesday. Tall metal barriers were put up around the square – a traditional focal point of protests in Istanbul, where authorities have banned rallies since 2013, when it was the focus of demonstrations against Erdogan’s government. On X, Yerlikaya said that “210 people were detained in Istanbul after failure to heed our warnings and attempting to walk to the Taksim Square and attack our police officers on May 1 Labour and Solidarity Day.” We have legal grounds,” Arzu Cerkezoglu, secretary general of the Confederation of Revolutionary Trade Unions of Turkey (DISK), told AFP. In 2023, Turkey’s top constitutional court ruled that the closure of Taksim Square for protests was a violation of citizens’ rights. Main roads across Istanbul were closed to traffic while public transport including ferries and subway trains was halted because of the security clampdown. Turkey’s main opposition Republican People’s Party (CHP) and unions had pressed the government to open the square for labour rallies, but Erdogan warned on Tuesday against any provocation. CHP leader Ozgur Ozel, accompanied by Istanbul’s Mayor Ekrem Imamoglu and labour unions, gathered in the Sarachane neighbourhood.",NEGATIVE,0.9949824213981628
BBC,https://www.bbc.com/news/articles/c79zj7rz3l4o,Turkish strikes in Syria cut water to one million people,19 Nov 2024,"Turkish air strikes in drought-struck north-east Syria have cut off access to electricity and water for more than a million people, in what experts say may be a violation of international law. Turkey carried out more than 100 attacks between October 2019 and January 2024 on oil fields, gas facilities and power stations in the Kurdish-held Autonomous Administration of North and East Syria (AANES), according to data collated by the BBC World Service. Turkey said it had targeted the “sources of income and capabilities” of Kurdish separatist groups it regards as terrorists. The AANES has previously accused Turkey of seeking to “destroy our people’s existence”. People living in the region have been caught up not only in Syria’s ongoing civil war but also in Turkey’s conflict with Kurdish-led forces, who established the AANES in 2018 after they - with support from the US-led coalition - drove the Islamic State (IS) group out of the region. Turkey’s President, Recep Tayyip Erdogan, has described the AANES - which is not officially recognised by the international community - as a “terror state” next to its border. The Turkish government considers the Kurdish militia that dominates the main military force there to be an extension of the Kurdistan Workers’ Party (PKK) rebel group, which has fought for Kurdish autonomy in Turkey for decades. The PKK is designated as a terrorist organisation by Turkey, the EU, the UK and the US. The UN says Turkish forces carried out the strikes in Swadiyah, Amuda and Qamishli, while humanitarian groups say Turkey was behind the attack in Darbasiyah. Turkey said it had been targeting the PKK, the People's Protection Units (YPG) and the Kurdish Democratic Union Party (PYD). “Civilians or civilian infrastructure were not among our targets and have never been,” Turkey said in a statement to the BBC. But in 2019, Turkey took control of the Ras Al-Ain area, where Alouk is situated, saying it needed to establish a “safe zone” to protect the country from what it described as terrorist attacks.",NEGATIVE,0.9949806332588196
The New York Times,https://www.nytimes.com/2021/04/27/world/europe/ursula-von-der-leyen-sexism-chair.html,"Chair Incident Was Sign of Enduring Sexism, E.U. Leader Says","April 27, 2021","“Would this have happened if I had worn a suit and a tie?” asked Ursula von der Leyen, president of the European Commission, after she was left standing during a summit in Turkey this month. Ursula von der Leyen, the president of the European Union’s executive branch, was left standing during a visit to Turkey this month as her colleague, Charles Michel, president of the European Council, and President Recep Tayyip Erdogan of Turkey settled into two chairs. Video of the meeting, which was held at the Turkish presidential palace, showed Ms. von der Leyen’s clear surprise as she let out an “um” at the lack of appropriate seating. She quickly settled on a sofa several feet away as Mr. Michel, who ranks equally in the European Union’s hierarchy, and Mr. Erdogan sat in front of the European Union and Turkish flags.",NEGATIVE,0.9949797987937928
The Guardian,https://www.theguardian.com/football/2023/dec/12/ankaragucu-president-faruk-koca-arrested-punching-referee-halil-umut-meler-turkey,Ankaragucu president resigns after punching referee on pitch in Turkey,12 Dec 2023 10.53 CET,"An attack on a referee that one Turkish television station labelled “a scandal that will not be forgotten for many years” has rocked the Super Lig, upended Turkish football and even led president Recep Tayyip Erdoğan to weigh in, after a furious club owner assaulted the referee on the pitch. After a match between the Ankara team MKE Ankaragucu and Caykur Rizespor ended in a 1-1 draw in the Turkish capital thanks to a goal in stoppage time by Rizespor’s Argentinian forward Adolfo Gaich, Ankaragucu’s president, Faruk Koca, strode on to the field and punched the referee, Halil Umut Meler, in the face. Meler was taken to the referee’s room under heavy security, and Anadolu reported that Koca “felt faint after his violent action on the field”, and both were admitted to hospital in the Turkish capital. Turkey’s interior minister, Ali Yerlikaya, said on X that Koca, a former member of parliament who represented an Ankara district for almost a decade withErdoğan’s Justice and Development Party (AKP), was receiving treatment “under the supervision of our security forces”. The Turkish daily Cumhuriyet reported that Koca along with two other suspects had been taken to Sincan prison outside Ankara. The incident prompted the indefinite suspension of all domestic Turkish football matches amid concerns about damage to its international image. We will never allow violence to take place in Turkish sports.” The head of the Turkish football federation, Mehmet Buyukeksi, despaired at the consequences of the incident after an emergency meeting. Do not devalue Turkish football any further. Let’s not disgrace Turkish football internationally, enough is enough!” Turkish football history has been peppered with violent incidents, including attacks on referees, that some commentators argue have led to a drop in attendances because fans feel unsafe. A year later, Turkish football experienced a weekend of violence when supporters of Trabzonspor ran on to the pitch and attacked an assistant referee, and officials from the Diyarbakir club Amedspor said their counterparts from Ankaragucu attacked them in the VIP stands, leading five to be hospitalised after they were beaten by the group.",NEGATIVE,0.994967758655548
The New York Times,https://www.nytimes.com/2021/02/10/world/asia/turkey-monolith.html,Monolith in Turkey Is Revealed to Be Government Stunt,"Feb. 10, 2021","The inscription on the monolith read “Look at the sky, see the moon.” President Recep Tayyip Erdogan used the same slogan in announcing Turkey’s new space program this week. A mysterious metal slab that appeared in southeastern Turkey last week, then quietly disappeared, turned out to be a government publicity stunt to promote Turkey’s new space program. It was inscribed with a cryptic message in the Gokturk alphabet, an ancient Turkic language: “Look at the sky, see the moon.” During a televised address on Tuesday, Turkey’s president, Recep Tayyip Erdogan, announced an ambitious new space program for the country, including missions to the moon.",NEGATIVE,0.9949585795402528
BBC,https://www.bbc.com/news/articles/c1e584qk3nxo,Woman's three-year food nightmare after botched op,30 Jul 2024,"A woman may be able to eat for the first time in three years after surgeons corrected a weight loss operation carried out in Turkey. In November 2022, Ms Jolley, who is disabled, paid £2,100 to have a gastric sleeve operation in Turkey. Bariatric surgeons at University Hospitals Birmingham NHS Foundation Trust have become increasingly worried about the number of seriously ill patients coming from Turkey that they have had to treat.",NEGATIVE,0.9949542880058287
Aljazeera,https://www.aljazeera.com/where/turkey/news/2024/12/2/syria-russia-forces-step-up-air-raids-in-a-bid-to-slow-opposition-advance,"Syria, Russia forces step up air raids in a bid to slow opposition advance",2 Dec 2024,"The dramatic advance by a coalition of Syrian opposition groups, led by Hayat Tahrir al-Sham (HTS), has somewhat slowed in the past 24 hours, according to Al Jazeera’s Sinem Koseoglu, reporting from the Turkish-Syrian border. Speaking at a news conference on Monday, the sixth day of a blistering rebel offensive that forced Syrian government forces out of the city of Aleppo, Istanbul-based opposition leader Hadi al-Bahri said: “We are ready to negotiate starting tomorrow.” He echoed comments from Iran’s top diplomat Abbas Araghchi, who visited al-Assad on Sunday before travelling to Ankara, Turkiye, which backs a faction of Syria’s opposition. “Given the consensus in most areas and differences of opinion with Turkiye in some cases, we hope to reach a common understanding that will bring stability to the region and prevent Syria from becoming the centre of terrorist groups again,” Araghchi was quoted by Iranian state media as saying. In a joint news conference following a meeting with his Iranian counterpart, Turkish Foreign Minister Hakan Fidan said Ankara continues to support Syria’s territorial integrity, adding that there is a “need for compromise between the Syrian government and opposition”. Turkiye, which has supported opposition factions in Syria, on Monday rejected any suggestion that “foreign interference” was behind the offensive launched by the fighters in the country’s north. “It would be a mistake at this time to try to explain the events in Syria by any foreign interference,” the Turkish foreign minister said, blaming instead an absence of dialogue between opposition groups and the government of al-Assad.",NEGATIVE,0.994949460029602
The Guardian,https://www.theguardian.com/world/2021/dec/08/man-arrested-in-paris-over-jamal-khashoggi-killing-released,Man arrested in Paris over Jamal Khashoggi killing is released,8 Dec 2021 14.12 CET,"Border police had stopped him on suspicion of being a former member of the Saudi royal guard accused of being involved in the murder of Khashoggi, a Washington Post journalist – and a critic of Saudi Arabia’s de facto ruler, Crown Prince Mohammed bin Salman – who was killed at the Saudi Arabia consulate in Istanbul in October 2018. When the man’s passport was scanned during border procedures, it flagged a warrant issued by Turkey, which triggered the arrest. Investigations have named a man called Khalid Aedh al-Otaibi as one of the “commando” group at the Saudi Arabia consulate in Istanbul where Khashoggi was killed on 2 October 2018. He was placed on the Interpol red list after an arrest warrant was issued by Turkey, where last year 20 Saudi officials were put on trial in absentia over the killing.",NEGATIVE,0.9949446320533752
Aljazeera,https://www.aljazeera.com/where/turkey/news/2024/3/5/turkey-detains-7-more-suspects-for-allegedly-selling-information-to-israel,Turkey detains 7 suspected of spying for Israel,5 Mar 2024,"Suspects allegedly collected data on individuals and companies in Turkey and sold it to Mossad. Turkish police have detained seven people suspected of selling information to the Israeli spy agency Mossad. The suspects were taken into custody on Tuesday during simultaneous raids in Istanbul, Interior Minister Ali Yerlikaya said on X. The detentions are the latest in a wave of such arrests in Turkey. The detainees are suspected of collecting data on individuals and companies in Turkey and selling it to the Israeli intelligence agency, Yerlikaya said. The raids were a joint operation with Turkey’s National Intelligence Organization (MIT). A video released by the Minister of the Interior showed police raiding homes in Istanbul and apparently seizing guns, drugs and electronic devices. Last month, seven other people were arrested on similar grounds, while in early January, 34 people were detained by Turkish police on suspicion of spying for Israel. The suspects arrested in January have been accused of planning to carry out activities including reconnaissance and “pursuing, assaulting and kidnapping” foreign nationals living in Turkey. Following years of tension, Turkey and Israel normalised ties in 2022 and reappointed ambassadors. However, the resumed quickly deteriorated with the start of the Israel-Hamas war, with Ankara one of the strongest critics of Tel Aviv’s military campaign in Gaza. In December, the head of Israel’s Shin Bet security agency said that his organisation was prepared to target the Hamas group anywhere, including in Lebanon, Turkey and Qatar. Turkey’s President Recep Tayyip Erdogan quickly warned of “serious consequences” should Israel target anyone on Turkish soil.",NEGATIVE,0.9949424862861632
The New York Times,https://www.nytimes.com/2023/11/10/nyregion/adams-fbi-investigation-phones.html,F.B.I. Seizes Eric Adams’s Phones as Campaign Investigation Intensifies,"Nov. 10, 2023",F.B.I. agents seized Mayor Eric Adams’s electronic devices early this week in what appeared to be a dramatic escalation of a criminal inquiry into whether his 2021 campaign conspired with the Turkish government and others to funnel money into its coffers.,NEGATIVE,0.994912087917328
Aljazeera,https://www.aljazeera.com/where/turkey/news/2024/4/13/dozens-rescued-after-cable-car-accident-kills-one-person-in-turkey,Dozens rescued after cable car accident kills one person in Turkey,13 Apr 2024,"One person has been killed and 17 others injured in the southern Turkish province of Antalya after a cable car cabin collided with a broken pole, according to the country’s health and justice ministers. After about 24 hours of rescue efforts, 184 people stranded in midair since the accident had been rescued, Turkey’s state-run Anadolu Agency said. Istanbul resident Hatice Polat and her family were rescued seven hours into the ordeal. Anadolu identified the deceased as a 54-year-old Turkish man. Those injured included two children, Turkish citizens and a Kyrgyz national. Images in Turkish media showed the battered cable car swaying from dislodged cables on the side of the rocky mountain as medics tended to the wounded. Yilmaz Tunc, Turkey’s minister of justice, said an investigation has been launched and detention orders were issued for 13 people over the accident.",NEGATIVE,0.9949070811271667
The New York Times,https://www.nytimes.com/2022/11/16/world/europe/nato-article-4-poland-ukraine.html,Poland reserved the right to invoke Article 4 of the NATO Treaty. Here’s what that means.,"Nov. 16, 2022",Turkey Turkey,NEGATIVE,0.9948806762695312
The Guardian,https://www.theguardian.com/world/2022/jan/23/turkey-prominent-journalist-detained-for-insulting-president-erdogan,Turkey: prominent journalist detained for insulting president Erdoğan,23 Jan 2022 04.49 CET,"A prominent Turkish TV journalist has been detained and could face imprisonment after being charged with insulting the country’s president, Recep Tayyip Erdoğan. I condemn the vulgar insults made against our president and his office,” Fahrettin Altun, head of Turkey’s communications directorate and Erdoğan’s chief spokesman, said. Last October, Europe’s top human rights court called on Turkey to change the legislation after ruling that a man’s detention under the law violated his freedom of expression.",NEGATIVE,0.9948604702949524
The Guardian,https://www.theguardian.com/business/live/2021/dec/21/european-markets-omicron-fears-business-live,Business liveMixed reactions to chancellor’s £1bn bailout for hospitality - as it happened,21 Dec 2021 16.38 CET…… comments,"The Turkish lira is continuing its recent wild ride today, despite moves from the government to try to reduce the impact of currency swings on Turkish citizens. On Monday, President Erdogan announced a series of measures aimed at encouraging Turks to hold their savings in the lira, rather than other currencies such as US dollars. It came after the Turkish lira crashed to a record low against the dollar, after Erdogan insisted over the weekend that he was sticking to his economic plans, which have seen multiple interest rates cuts that have sent the currency tumbling. It came after Turkey’s worst currency crisis in years, which saw the lira crash by around 40% in a little over a month. Victoria Scholar, head of investment, at interactive investor, said the Turkish lira has fluctuated wildly in the last 24 hours: Reuters is reporting (quoting banking sources) that some foreign banks are reviewing their dollar lending limits for Turkish businesses, because of the currency’s wild movements. You read an in-depth report from Istanbul about the currency crisis and Turkey’s economy here:",NEGATIVE,0.9948540329933168
The Guardian,https://www.theguardian.com/world/2022/aug/10/dozens-feared-dead-as-migrant-boat-sinks-off-the-coast-of-greece,Dozens feared dead as migrant boat sinks off the coast of Greece,10 Aug 2022 19.32 CEST,"Dozens of people are feared to have died off the coast of Greece after their boat sank while attempting to make the perilous crossing from Turkey. The boat, which was en route to Italy from Antalya in southern Turkey – an increasingly popular passage for those attempting to get to Europe – sank 38 nautical miles south of Rhodes in seas whipped by gale-force winds. Turkey has also been criticised for allowing people to leave its shores despite reaching a multi-billion euro deal in March 2016 with the EU to stop the flows in return for EU aid. Approximately 3.7 million Syrian refugees live in Turkey.",NEGATIVE,0.9948500990867616
BBC,https://www.bbc.com/news/uk-england-54545198,Your tales of intrepid European travels,31 Dec 2020,"One day, near Turkey's Black Sea coast, they took a fateful detour on a single track road through the mountains. ""If we left it in Turkey, it would have been classed as an import and incurred import duty,"" Alan remembers. The alternative - a 500-mile detour via Turkey - was the ""on the spot decision taken by 22-year-olds who obviously had alcohol at the forefront of their thoughts"".",NEGATIVE,0.9948380589485168
BBC,https://www.bbc.com/news/uk-england-hampshire-64733525,Fire service return from earthquake response,22 Feb 2023,"A group of firefighters have returned to the UK from Turkey where they helped with search and rescue efforts following a devastating earthquake. More than 44,000 people in southern Turkey and northern Syria are confirmed to have lost their lives after a 7.8-magnitude quake on 6 February. The firefighters from Hampshire and Isle of Wight Fire and Rescue Service (HIWFRS) were part of the UK International Search and Rescue (UKISAR) team based in Hatay, Turkey.",NEGATIVE,0.9948216676712036
BBC,https://www.bbc.com/news/articles/cgrp40jm303o,Tui holidaymaker wins nine-year compensation fight,30 Nov 2023,A man who fell ill while on holiday in Turkey nine years ago has won a Supreme Court compensation battle with tour operator Tui.,NEGATIVE,0.9948084950447084
BBC,https://www.bbc.com/news/world-middle-east-63693308,Turkey launches air strikes on Kurdish targets,20 Nov 2022,"Turkey has launched air strikes on Kurdish targets in Iraq and Syria, a week after a bombing in Istanbul which it blames on Kurdish militants. The strikes - dubbed Operation Claw-Sword - hit Kurdish bases which were being used to launch attacks on Turkey, the defence ministry said. The banned Kurdish PKK group denies carrying out the Istanbul attack. As the air strikes began, the Turkish defence ministry tweeted that the ""hour of reckoning"" had arrived, alongside a picture of a fighter plane taking off and footage of an explosion. ""Terrorists' shelters, bunkers, caves, tunnels, and warehouses were successfully destroyed,"" said Turkey's Defence Minister Hulusi Akar. The Turkish defence ministry later said the strikes on Kurdish militant bases in northern Syria and northern Iraq destroyed 89 targets. Later on Sunday a rocket fired from Syria reportedly injured three people on the border with Turkey, Turkish state media said. The strikes come a week after a bombing on one of Istanbul's busiest streets which killed six people and injured more than 80. Turkish authorities blamed the bombing on the Kurdish militant group the PKK, which Turkey, the EU and US regard as a terrorist organisation. Before the arrest, the Turkish justice minister said a bag had exploded near a bench after a woman sat there for 40 minutes. Kurdish militants have been battling for decades to achieve Kurdish self-rule in south-east Turkey. In recent years, Turkey has conducted a number of cross-border operations targeting Kurdish groups based in northern Iraq and Syria, aiming to prevent attacks on Turkish territory.",NEGATIVE,0.9948034882545472
The Guardian,https://www.theguardian.com/business/article/2024/may/08/boeing-cargo-plane-forced-to-land-at-istanbul-without-front-landing-gear,Boeing cargo plane forced to land at Istanbul without front landing gear,8 May 2024 14.22 CEST,"A Boeing cargo plane has been forced to land at Istanbul airport without its front landing gear, in the latest setback for the embattled planemaker. Nobody was hurt in the incident, in a flight operated by the delivery company FedEx, according to Turkey’s transport ministry. The Boeing 767 aircraft, flying from Paris Charles de Gaulle airport on Wednesday, informed the traffic control tower at Istanbul airport that its landing gear had failed to open and it landed with guidance from the tower, the ministry said.",NEGATIVE,0.9947991371154784
Aljazeera,https://www.aljazeera.com/where/turkey/news/2023/12/30/turkey-super-cup-final-in-saudi-arabia-called-off-amid-ataturk-t-shirt-row,Turkey Super Cup final in Saudi Arabia called off amid Ataturk T-shirt row,30 Dec 2023,"Istanbul rival teams Galatasaray and Fenerbahce were scheduled to play in Riyadh on Friday. The Turkish Super Cup final between Galatasaray and Fenerbahce scheduled to be played in Saudi Arabia’s capital Riyadh was called off over an apparent disagreement about the players’ jerseys. The Turkish Football Federation (TFF) and the two teams – who returned to Istanbul on Saturday after Friday’s postponed match – said the decision was made because of “some problems” in the event’s organisation. Haberturk television and other Turkish media said players from both Istanbul football teams wanted to wear T-shirts that featured an image of Mustafa Kemal Ataturk, the revered founder of the modern Turkish republic, during a prematch warm-up, but were not authorised to do so by Saudi organisers. Turkish media also reported that Saudi authorities did not allow banners featuring political slogans and Ataturk T-shirts to be displayed ahead of the match, including those with Ataturk’s “peace at home, peace in the world” slogan. “We had been looking forward to holding the match on time in accordance with the international football rules and regulations which require presenting the sport without any slogans outside its scope, especially since this was discussed with the Turkish [Football] Federation in the framework of the preparatory meetings for the match,” the statement said. The organisers also said that it had been agreed that Turkey’s national anthem would be played in the stadium and its national flag displayed in the stands. Many fans had wanted the annual match to be played in Turkey, which this year commemorated its 100-year anniversary as a republic. The cancellation of Friday’s final, which some football fans on X have called “peak Middle Eastern football drama”, has added to what has been a controversy-filled month for Turkish football. The president of club Ankaragucu, Faruk Koca, was arrested this month for punching a referee in the face at the end of his team’s Super Lig home match against Rizespor, which also led to the suspension of the Turkish league. On Saturday, photographs and video footage showed hundreds of Galatasaray and Fenerbahce fans cheering, waving Turkish flags and carrying pictures of Ataturk at the Istanbul and Sabiha Gokcen airports.",NEGATIVE,0.9947797060012816
